image_id	captions
99679241_adc853a5c0.jpg	<start> A grey bird stands majestically on a beach while waves roll in . <end>
99679241_adc853a5c0.jpg	<start> A large bird stands in the water on the beach . <end>
99679241_adc853a5c0.jpg	<start> A tall bird is standing on the sand beside the ocean . <end>
99679241_adc853a5c0.jpg	<start> A water bird standing at the ocean 's edge . <end>
99679241_adc853a5c0.jpg	<start> A white crane stands tall as it looks out upon the ocean . <end>
3759492488_592cd78ed1.jpg	<start> A boy hanging onto a pole . <end>
3759492488_592cd78ed1.jpg	<start> A kid in a green shirt playing in the park <end>
3759492488_592cd78ed1.jpg	<start> A little kid swings on a pole at a playground . <end>
3759492488_592cd78ed1.jpg	<start> The boy in the green shirt swings with one arm on the silver pole . <end>
3759492488_592cd78ed1.jpg	<start> The boy is swinging on a pole at the beach . <end>
2875528143_94d9480fdd.jpg	<start> a girl wearing pink bounces on a bed <end>
2875528143_94d9480fdd.jpg	<start> A little girl in a pink leotard is jumping and landing in a straddle split on a blue bed . <end>
2875528143_94d9480fdd.jpg	<start> A young girl jumping with her mouth open . <end>
2875528143_94d9480fdd.jpg	<start> Little girl in a pink Hello Kitty shirt is jumping . <end>
2875528143_94d9480fdd.jpg	<start> The girl in pink does a midair leg splits . <end>
1052358063_eae6744153.jpg	<start> A boy takes a jump on his skateboard while another boy with a skateboard watches . <end>
1052358063_eae6744153.jpg	<start> A child is performing a skateboard trick while another child with a skateboard leans on a wall . <end>
1052358063_eae6744153.jpg	<start> A little boy skateboarder is doing a trick on his board while another young skateboarder watches . <end>
1052358063_eae6744153.jpg	<start> a young boy skateboarder jumping on a platform on a skateboard . <end>
1052358063_eae6744153.jpg	<start> Two skateboarders . <end>
111766423_4522d36e56.jpg	<start> A black and white bird eating seeds out of someone 's hand <end>
111766423_4522d36e56.jpg	<start> A black and white bird standing on a hand . <end>
111766423_4522d36e56.jpg	<start> A small bird sits in a person 's hand and eats seeds . <end>
111766423_4522d36e56.jpg	<start> Black and white bird standing on hand of someone holding sunflower seeds <end>
111766423_4522d36e56.jpg	<start> The small bird is clinging to a finger of the hand holding the seeds . <end>
2474918824_88660c7757.jpg	<start> A guy tries to climb a stone cliff while his friend helps him . <end>
2474918824_88660c7757.jpg	<start> A man in a red shirt climbs a rock while another man stands behind to help him . <end>
2474918824_88660c7757.jpg	<start> A man in a red shirt is learning how to climb a cliff . <end>
2474918824_88660c7757.jpg	<start> A man in brown is helping a man in red climb a rock . <end>
2474918824_88660c7757.jpg	<start> A man wearing a brown sweatshirt helps a man in red climb a rock . <end>
3697675767_97796334e4.jpg	<start> A bicycle rider flies over a hill while a competitor is not far behind . <end>
3697675767_97796334e4.jpg	<start> A dirt bike racer jumping off a hill with another racer not far behind . <end>
3697675767_97796334e4.jpg	<start> A motocross rider is slightly airborne on a competition circuit jump . <end>
3697675767_97796334e4.jpg	<start> A person is riding a dirt bike in a race on a dirt track . <end>
3697675767_97796334e4.jpg	<start> Dirtbike rider jumps over a hill of a racetrack . <end>
241346317_be3f07bd2e.jpg	<start> A crowd is standing and cheering at a football game . <end>
241346317_be3f07bd2e.jpg	<start> A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red . <end>
241346317_be3f07bd2e.jpg	<start> A football player is grabbing the ankle of another player who is holding the ball . <end>
241346317_be3f07bd2e.jpg	<start> An Oklahoma football player is about to score . <end>
241346317_be3f07bd2e.jpg	<start> The fans at a football game cheer while the player runs towards the endzone . <end>
2694178830_116be6a6a9.jpg	<start> An athlete performs the high jump . <end>
2694178830_116be6a6a9.jpg	<start> A woman athlete launching herself over the bar during a pole vault . <end>
2694178830_116be6a6a9.jpg	<start> A woman is black is pole vaulting . <end>
2694178830_116be6a6a9.jpg	<start> A woman pole vaulter upside down as she attempts the vault . <end>
2694178830_116be6a6a9.jpg	<start> a woman with her feet in the air about to do pole vaulting <end>
513116697_ad0f4dc800.jpg	<start> a lone skier jumping on the side of a snowy mountain . <end>
513116697_ad0f4dc800.jpg	<start> a skier jumps over a gap . <end>
513116697_ad0f4dc800.jpg	<start> A skier doing a flip while jumping . <end>
513116697_ad0f4dc800.jpg	<start> The skier does a flip . <end>
513116697_ad0f4dc800.jpg	<start> The skier does a high flip over snow in the mountains . <end>
371364900_5167d4dd7f.jpg	<start> A black and brown dog is jumping on blocks of concrete in the water . <end>
371364900_5167d4dd7f.jpg	<start> A black dog carefully crosses over some water . <end>
371364900_5167d4dd7f.jpg	<start> Black dog looking at his reflection in the water . <end>
371364900_5167d4dd7f.jpg	<start> Black dog near a dock looks into murky water <end>
371364900_5167d4dd7f.jpg	<start> the black dog jumps on a cinderblock . <end>
2860041212_797afd6ccf.jpg	<start> a black dog has caught a bird in its mouth . <end>
2860041212_797afd6ccf.jpg	<start> A black dog in tall grass with a bird in its mouth . <end>
2860041212_797afd6ccf.jpg	<start> A black dog standing in a field is holding a bird in his mouth . <end>
2860041212_797afd6ccf.jpg	<start> Black retriever stands in the grass , holding a bird in its mouth . <end>
2860041212_797afd6ccf.jpg	<start> The black dog in the field has something in its mouth . <end>
1481062342_d9e34366c4.jpg	<start> A little girl in pajamas runs down a hall with hardwood floors . <end>
1481062342_d9e34366c4.jpg	<start> A little girl is running down a hardwood floored hallway . <end>
1481062342_d9e34366c4.jpg	<start> A little girl running down a brighly lit hallway . <end>
1481062342_d9e34366c4.jpg	<start> A toddler is running down a hallway . <end>
1481062342_d9e34366c4.jpg	<start> A young girl runs down a hallway with wooden floors . <end>
3556792157_d09d42bef7.jpg	<start> A bunch of children sitting in chairs and standing on wooden floors . <end>
3556792157_d09d42bef7.jpg	<start> A group of children sit , stand , and kneel along a wall . <end>
3556792157_d09d42bef7.jpg	<start> A group of children sitting on folding chairs and playing . <end>
3556792157_d09d42bef7.jpg	<start> a young group of children sitting in a row against the wall . <end>
3556792157_d09d42bef7.jpg	<start> The kids talking while sitting on a row of chairs along the wall . <end>
3226254560_2f8ac147ea.jpg	<start> A dog in a snowy area . <end>
3226254560_2f8ac147ea.jpg	<start> A spotted dog catching a ball on a snowy field . <end>
3226254560_2f8ac147ea.jpg	<start> A white and brown spotted dog runs along the snow to catch a ball . <end>
3226254560_2f8ac147ea.jpg	<start> A white dog is running fast on a trail covered by snow . <end>
3226254560_2f8ac147ea.jpg	<start> The brown and white dog is playing in the snow . <end>
2252123185_487f21e336.jpg	<start> A bunch on people are seated in a stadium . <end>
2252123185_487f21e336.jpg	<start> A crowded stadium is full of people watching an event . <end>
2252123185_487f21e336.jpg	<start> A crowd of people fill up a packed stadium . <end>
2252123185_487f21e336.jpg	<start> A crowd sitting in an indoor stadium . <end>
2252123185_487f21e336.jpg	<start> A stadium full of people watch a game . <end>
2353088412_5e5804c6f5.jpg	<start> A black dog running with a stuffed bird in its mouth and another dog chasing it . <end>
2353088412_5e5804c6f5.jpg	<start> A brown dig and black dog are playing with a stuffed toy . <end>
2353088412_5e5804c6f5.jpg	<start> A brown dog with a toy duck in its mouth runs through snow while a black dog chases it <end>
2353088412_5e5804c6f5.jpg	<start> Dog running with pet toy being chased by another dog . <end>
2353088412_5e5804c6f5.jpg	<start> The brown dog is being chased by a black dog while holding a small toy in his mouth . <end>
3359587274_4a2b140b84.jpg	<start> A man skis while wearing a parachute . <end>
3359587274_4a2b140b84.jpg	<start> A parachute skier lifting off from the ground . <end>
3359587274_4a2b140b84.jpg	<start> A person attached to a parasail and wearing equipment on his feet is suspended in midair over a snowy landscape , while silhouetted against a sunny , blue sky . <end>
3359587274_4a2b140b84.jpg	<start> A person gliding on a parachute in the air . <end>
3359587274_4a2b140b84.jpg	<start> They are gliding through the air , backed by a low sun . <end>
3588417747_b152a51c52.jpg	<start> A man skateboarding on the side of steps <end>
3588417747_b152a51c52.jpg	<start> A man slides down a railing while another shines a light on him . <end>
3588417747_b152a51c52.jpg	<start> A person taking a picture of someone skating down a railing at night . <end>
3588417747_b152a51c52.jpg	<start> A skateboarder slides down a stair rail in the dark . <end>
3588417747_b152a51c52.jpg	<start> a young man sliiding down a railing near some stairs <end>
1055623002_8195a43714.jpg	<start> A group of four children wearing pajamas have a pillow fight . <end>
1055623002_8195a43714.jpg	<start> A group of kids have a pillow-fight . <end>
1055623002_8195a43714.jpg	<start> A group of young children playing pillow fight on a bed . <end>
1055623002_8195a43714.jpg	<start> Children having a pillow fight . <end>
1055623002_8195a43714.jpg	<start> Four children are having a pillow fight . <end>
3454315016_f1e30d4676.jpg	<start> A large , white bird skates across the top of some water . <end>
3454315016_f1e30d4676.jpg	<start> A white bird with a long neck flying low over the water <end>
3454315016_f1e30d4676.jpg	<start> The large white bird grazes the water . <end>
3454315016_f1e30d4676.jpg	<start> White bird in water preparing to fly . <end>
3454315016_f1e30d4676.jpg	<start> White bird starting to take flight from a lake . <end>
2837808847_5407af1986.jpg	<start> A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background . <end>
2837808847_5407af1986.jpg	<start> Two dogs , one brown and the other black , play in the surf in the shallow ocean water . <end>
2837808847_5407af1986.jpg	<start> Two dogs playing in the waves . <end>
2837808847_5407af1986.jpg	<start> two dogs play in the water . <end>
2837808847_5407af1986.jpg	<start> Two dogs stand back to back in the ocean . <end>
3544803461_a418ca611e.jpg	<start> A black man in white shorts and a white man in black shorts boxing . <end>
3544803461_a418ca611e.jpg	<start> Black and white man boxing . <end>
3544803461_a418ca611e.jpg	<start> Two boxers are fighting . <end>
3544803461_a418ca611e.jpg	<start> Two men box . <end>
3544803461_a418ca611e.jpg	<start> Two men boxing in a match . <end>
3046916429_8e2570b613.jpg	<start> A woman holding a baby and making faces at it . <end>
3046916429_8e2570b613.jpg	<start> A woman holding a baby up and making a funny face <end>
3046916429_8e2570b613.jpg	<start> A woman makes faces at a small child . <end>
3046916429_8e2570b613.jpg	<start> The man wearing glasses holds a baby wearing blue . <end>
3046916429_8e2570b613.jpg	<start> the woman is making faces at the baby that she is holding . <end>
2570559405_dc93007f76.jpg	<start> The dogs are behind the fence . <end>
2570559405_dc93007f76.jpg	<start> Three dogs are behind a rusty fence as one barks . <end>
2570559405_dc93007f76.jpg	<start> Two dogs are in a fence and one is barking . <end>
2570559405_dc93007f76.jpg	<start> Two dogs are looking through a rusty wire fence . <end>
2570559405_dc93007f76.jpg	<start> two dogs bark behind a fence . <end>
2518219912_f47214aa16.jpg	<start> A little girl holds the water hose for the dog to drink from . <end>
2518219912_f47214aa16.jpg	<start> A little girl is holding up a yellow water hose and water is pouring out and the big brown dog is drinking the water . <end>
2518219912_f47214aa16.jpg	<start> A young girl holds a running water hose , from which a brown dog next to her is drinking . <end>
2518219912_f47214aa16.jpg	<start> the dog is drinking the water being squirted from the hose by the little girl . <end>
2518219912_f47214aa16.jpg	<start> The little girl is holding a yellow hose for a brown dog . <end>
2951092164_4940b9a517.jpg	<start> A boy and girl in swimwear and arm floaters <end>
2951092164_4940b9a517.jpg	<start> a little boy and a little girl wearing water wings are running on a path beside a black fence , <end>
2951092164_4940b9a517.jpg	<start> A little boy and girl in their swimsuits wearing arm floats . <end>
2951092164_4940b9a517.jpg	<start> The boy and girl are playing with arm floats on . <end>
2951092164_4940b9a517.jpg	<start> Young boy and girl running with water wings on <end>
2273038287_3004a72a34.jpg	<start> A black dog is running very fast on a light brown ground . <end>
2273038287_3004a72a34.jpg	<start> A dog runs outside . <end>
2273038287_3004a72a34.jpg	<start> Black dog running fast on a field <end>
2273038287_3004a72a34.jpg	<start> Black dog running very fast . <end>
2273038287_3004a72a34.jpg	<start> Black dog running with his tongue out . <end>
3710971182_cb01c97d15.jpg	<start> Lacrosse players struggling for control of the ball . <end>
3710971182_cb01c97d15.jpg	<start> Lone red team player breaks through two black team players , to hit the ball <end>
3710971182_cb01c97d15.jpg	<start> Men play field hockey . <end>
3710971182_cb01c97d15.jpg	<start> Men play some type of sport on the field with what looks like hockey sticks . <end>
3710971182_cb01c97d15.jpg	<start> Three guys are going for the ball in a field hockey game . <end>
3544483327_830349e7bc.jpg	<start> A man in all black is using a green bike to trick over a sign saying , " Free Dinner " . <end>
3544483327_830349e7bc.jpg	<start> A man is jumping on a green bicycle over a sign that says ' free dinner ' . <end>
3544483327_830349e7bc.jpg	<start> A man jumping a sign on his bike . <end>
3544483327_830349e7bc.jpg	<start> A man on a bicycle is jumping over a sign that says " free dinner " . <end>
3544483327_830349e7bc.jpg	<start> boy on bike jumping over a sign <end>
3055716848_b253324afc.jpg	<start> A kid doing a trick on a skateboard . <end>
3055716848_b253324afc.jpg	<start> A man jumps off of his skateboard on the top of a cement ramp . <end>
3055716848_b253324afc.jpg	<start> a skateboarder jumps . <end>
3055716848_b253324afc.jpg	<start> Person doing a trick on a skateboard in a skate park while people watch . <end>
3055716848_b253324afc.jpg	<start> The skateboarder prepares to wipeout . <end>
3287236038_8998e6b82f.jpg	<start> A girl and guy holding signs and hugging . <end>
3287236038_8998e6b82f.jpg	<start> A man and a woman hugging . <end>
3287236038_8998e6b82f.jpg	<start> A man holding a sign and a blonde woman are embracing outdoors . <end>
3287236038_8998e6b82f.jpg	<start> A man in green holding a sign hugs a blond woman . <end>
3287236038_8998e6b82f.jpg	<start> Man with sign hugging woman . <end>
3597210806_95b07bb968.jpg	<start> A boy dunks a basketball . <end>
3597210806_95b07bb968.jpg	<start> A boy dunks a basketball on a low hoop by the road . <end>
3597210806_95b07bb968.jpg	<start> A boy jumps up to make a basket in a basketball hoop . <end>
3597210806_95b07bb968.jpg	<start> A boy with a basketball , leaping for the goal . <end>
3597210806_95b07bb968.jpg	<start> The teenage boy is dunking a basketball in a hoop . <end>
3453284877_8866189055.jpg	<start> A guy is grinding a rail over a tree on his snowboard . <end>
3453284877_8866189055.jpg	<start> A man snowboarding making a jump off a steel guardrail . <end>
3453284877_8866189055.jpg	<start> A snowboarder grinding up a homemade ramp . <end>
3453284877_8866189055.jpg	<start> a snowboarder is riding his board on ramp made from a piece of metal and a log . <end>
3453284877_8866189055.jpg	<start> The man is skateboarding over a log in the snow . <end>
2640000969_b5404a5143.jpg	<start> A big brown dog jumps into a swimming pool on the backyard . <end>
2640000969_b5404a5143.jpg	<start> A dog in mid-leap into a pool . <end>
2640000969_b5404a5143.jpg	<start> Brown dog jumping into the pool <end>
2640000969_b5404a5143.jpg	<start> The brown dog is jumping into the crystal-clear pool . <end>
2640000969_b5404a5143.jpg	<start> The large brown dog is jumping into a swimming pool . <end>
2451988767_244bff98d1.jpg	<start> a boy with his leg wrapped in blue tape <end>
2451988767_244bff98d1.jpg	<start> A little boy with his leg covered in painters tape , his brother wearing a superman cape . <end>
2451988767_244bff98d1.jpg	<start> Boy with blue cast sits with a boy in an orange cape . <end>
2451988767_244bff98d1.jpg	<start> One boy has his leg wrapped in blue material and the other boy is wearing a red cape . <end>
2451988767_244bff98d1.jpg	<start> two kids playing super heroes <end>
3682428916_69ce66d375.jpg	<start> A person in an airplane . <end>
3682428916_69ce66d375.jpg	<start> A person sits inside a small plane on the ground . <end>
3682428916_69ce66d375.jpg	<start> a small jet takes off . <end>
3682428916_69ce66d375.jpg	<start> A small white plane with someone visible in the window is sitting on a runway . <end>
3682428916_69ce66d375.jpg	<start> Small plane with spinning propeller on ground , pilot seen through windows . <end>
276356412_dfa01c3c9e.jpg	<start> A dog goes headfirst into the long grass from the sand . <end>
276356412_dfa01c3c9e.jpg	<start> A dog is digging in the sand beneath some grass . <end>
276356412_dfa01c3c9e.jpg	<start> A light brown dog is poking his head into brush . <end>
276356412_dfa01c3c9e.jpg	<start> A tan dog digging a hole at the edge of the sand . <end>
276356412_dfa01c3c9e.jpg	<start> A yellow dog digs in the sand near grass . <end>
3616846215_d61881b60f.jpg	<start> A man and two women are inside a greenhouse holding gardening tools . <end>
3616846215_d61881b60f.jpg	<start> People tend a greenhouse with garden tools . <end>
3616846215_d61881b60f.jpg	<start> Three people in a green house . <end>
3616846215_d61881b60f.jpg	<start> Three young adults work in a greenhouse <end>
3616846215_d61881b60f.jpg	<start> Two women and a man smile at the camera with rakes in their hands standing in an unfinished greenhouse . <end>
2360194369_d2fd03b337.jpg	<start> a boy with a fishing pole looking down on a lake <end>
2360194369_d2fd03b337.jpg	<start> A little boy looks over the railing on the dock into the blue water . <end>
2360194369_d2fd03b337.jpg	<start> A young boy in a red coat fishes off a pier and looks down at the water . <end>
2360194369_d2fd03b337.jpg	<start> A young boy in a red jacket stands on a pier with a fishing pole and chair near him . <end>
2360194369_d2fd03b337.jpg	<start> The boy wearing the red top is standing by a fishing rod looking over the jetty fence . <end>
576093768_e78f91c176.jpg	<start> Four boys are in the living room talking . <end>
576093768_e78f91c176.jpg	<start> Four boys are shown in a house playing and all wear t-shirts . <end>
576093768_e78f91c176.jpg	<start> several young boys looking into a computer monitor <end>
576093768_e78f91c176.jpg	<start> Three boys look at a laptop computer while a four talks on the phone . <end>
576093768_e78f91c176.jpg	<start> three boys stand by a computer . <end>
2934837034_a8ca5b1f50.jpg	<start> A mother sits with three children as they eat ice cream . <end>
2934837034_a8ca5b1f50.jpg	<start> A woman and three kids sit on a dolly . <end>
2934837034_a8ca5b1f50.jpg	<start> One adult sitting next to three young children eating ice cream on some steps . <end>
2934837034_a8ca5b1f50.jpg	<start> The woman sat on the bench while the children ate ice cream . <end>
2934837034_a8ca5b1f50.jpg	<start> Three children eat ice cream in a third world store while a woman stares into space . <end>
241345639_1556a883b1.jpg	<start> There is a college player being tackled in a game . <end>
241345639_1556a883b1.jpg	<start> The two football players in white jerseys and purple pants tackle the player in the red jersey . <end>
241345639_1556a883b1.jpg	<start> Three football players are tackling a red uniformed football player during a football game . <end>
241345639_1556a883b1.jpg	<start> Three football players in purple uniforms try to tackle a player in a red uniform . <end>
241345639_1556a883b1.jpg	<start> Two football players try to tackle a player of the opposite team . <end>
2876994989_a4ebbd8491.jpg	<start> A football fan showing his devotion by painting his face . <end>
2876994989_a4ebbd8491.jpg	<start> A person with face paint is staring at something from within a crowd . <end>
2876994989_a4ebbd8491.jpg	<start> A sports fan is wearing face paint in the stands . <end>
2876994989_a4ebbd8491.jpg	<start> NFL Fan with their face painted white , blue , and yellow . <end>
2876994989_a4ebbd8491.jpg	<start> The person with the face paint and football jersey is sitting in bleachers <end>
2339516180_12493e8ecf.jpg	<start> A man walking 3 dalmatians along a sunny street . <end>
2339516180_12493e8ecf.jpg	<start> A man walks a group of Dalmatians on the beach . <end>
2339516180_12493e8ecf.jpg	<start> A man walks three white dogs with spots down a street with palm trees . <end>
2339516180_12493e8ecf.jpg	<start> Man walking three dalmatians along a palm-tree lined street . <end>
2339516180_12493e8ecf.jpg	<start> This man with three dogs takes his route along the tree-lined street . <end>
3301438465_10121a2412.jpg	<start> People in white standing on sports field while crowd watches from stands <end>
3301438465_10121a2412.jpg	<start> Three ball players in uniform stretch on a striped green surface in front of a large crowd and signage . <end>
3301438465_10121a2412.jpg	<start> Three baseball players are on the field while a large crowd is watching <end>
3301438465_10121a2412.jpg	<start> Three men stand on a sports field in front of a large crowd . <end>
3301438465_10121a2412.jpg	<start> Three men wearing white uniforms stand on a grass field in front of a crowd . <end>
101669240_b2d3e7f17b.jpg	<start> A man in a hat is displaying pictures next to a skier in a blue hat . <end>
101669240_b2d3e7f17b.jpg	<start> A man skis past another man displaying paintings in the snow . <end>
101669240_b2d3e7f17b.jpg	<start> A person wearing skis looking at framed pictures set up in the snow . <end>
101669240_b2d3e7f17b.jpg	<start> A skier looks at framed pictures in the snow next to trees . <end>
101669240_b2d3e7f17b.jpg	<start> Man on skis looking at artwork for sale in the snow <end>
300500054_56653bf217.jpg	<start> Four guys playing soccer on the pavement . <end>
300500054_56653bf217.jpg	<start> Four people are playing soccer in a desolate field with a tree nearby . <end>
300500054_56653bf217.jpg	<start> Four people playing soccer at a distance . <end>
300500054_56653bf217.jpg	<start> Four people playing soccer on a brown surface . <end>
300500054_56653bf217.jpg	<start> four soccer players play on the pavement . <end>
1956678973_223cb1b847.jpg	<start> Children in red shirts play in the leaves . <end>
1956678973_223cb1b847.jpg	<start> Four boys in red are playing with fallen leaves . <end>
1956678973_223cb1b847.jpg	<start> Several children leaping into a pile of leaves on the ground . <end>
1956678973_223cb1b847.jpg	<start> Small children are playing in a pile of dead leaves . <end>
1956678973_223cb1b847.jpg	<start> Three kids jumping in leaves . <end>
1213336750_2269b51397.jpg	<start> A man in a black jacket is taking a photo of a man in a red jacket . <end>
1213336750_2269b51397.jpg	<start> A man in a black outfit is taking a photograph of a man in a red jacket . <end>
1213336750_2269b51397.jpg	<start> A man takes a picture of another man in an open area just off of a busy street . <end>
1213336750_2269b51397.jpg	<start> A young man taking a picture of another young man outdoors <end>
1213336750_2269b51397.jpg	<start> Young man takes picture of another young man in front of church . <end>
478750151_e0adb5030a.jpg	<start> A white dog races a brown dog in a field of grass . <end>
478750151_e0adb5030a.jpg	<start> One brown and one white dog running through a field . <end>
478750151_e0adb5030a.jpg	<start> The brown and white dogs run through the field . <end>
478750151_e0adb5030a.jpg	<start> Two dogs are running side by side in the field . <end>
478750151_e0adb5030a.jpg	<start> Two dogs run through the brush . <end>
2755952680_68a0a1fa42.jpg	<start> a bicyclist jumping with his bike in midair <end>
2755952680_68a0a1fa42.jpg	<start> A cyclist is performing a jump whilst other cyclists stand by and watch . <end>
2755952680_68a0a1fa42.jpg	<start> A guy is doing a trick on a bike . <end>
2755952680_68a0a1fa42.jpg	<start> Someone on a bike is performing an aerial trick while other bikers watch . <end>
2755952680_68a0a1fa42.jpg	<start> The trick bicyclist gets airborne off the ramp . <end>
47870024_73a4481f7d.jpg	<start> A boy in yellow is riding a scooter on the street . <end>
47870024_73a4481f7d.jpg	<start> A boy on a scooter . <end>
47870024_73a4481f7d.jpg	<start> A boy wearing a helmet rides a scooter in a suburban neighborhood . <end>
47870024_73a4481f7d.jpg	<start> A child on a scooter is jumping the curb . <end>
47870024_73a4481f7d.jpg	<start> a young boy wearing an orange helmet riding a scooter <end>
3165826902_6bf9c4bdb2.jpg	<start> A boy is skating along a ledge in an indoor skate center . <end>
3165826902_6bf9c4bdb2.jpg	<start> A guy on Rollerblades is grinding on a rail in a skate park . <end>
3165826902_6bf9c4bdb2.jpg	<start> A rollerblader grinding down a narrow platform at an indoor skate park . <end>
3165826902_6bf9c4bdb2.jpg	<start> a roller-blader grinds a rail at an indoor skate park . <end>
3165826902_6bf9c4bdb2.jpg	<start> Young man with white helmet is rollerblading on a ledge <end>
2839890871_4b7c7dbd96.jpg	<start> Children participate in a martial arts tournament . <end>
2839890871_4b7c7dbd96.jpg	<start> Two boys do martial arts on a blue mat . <end>
2839890871_4b7c7dbd96.jpg	<start> Two children in white outfits and red protective gear spar on a mat . <end>
2839890871_4b7c7dbd96.jpg	<start> Two children wearing martial arts gear fight on a blue mat . <end>
2839890871_4b7c7dbd96.jpg	<start> Two children with red helmets engage in martial arts sparring . <end>
3710468717_c051d96a5f.jpg	<start> Two children and a black dog are playing out in the snow . <end>
3710468717_c051d96a5f.jpg	<start> Two children and a dog play in the snow with a woods behind them . <end>
3710468717_c051d96a5f.jpg	<start> Two children and a dog running around in snow . <end>
3710468717_c051d96a5f.jpg	<start> two children and their dog play in the snow . <end>
3710468717_c051d96a5f.jpg	<start> Two kids and a dog play in the snow . <end>
3272541970_ac0f1de274.jpg	<start> A boy is grinding a skateboard down a concrete wall . <end>
3272541970_ac0f1de274.jpg	<start> A guy on a skateboard about to do a trick <end>
3272541970_ac0f1de274.jpg	<start> A kid in a white shirt and white hat and jeans skateboards down a ramp . <end>
3272541970_ac0f1de274.jpg	<start> A rollerblader skates down a ramp with his arms in the air . <end>
3272541970_ac0f1de274.jpg	<start> The skater throws his arms into the air as he skids down the concrete wall . <end>
543363241_74d8246fab.jpg	<start> A bearded man wears a red bandanna and a leather jacket over a teeshirt with an American flag on it . <end>
543363241_74d8246fab.jpg	<start> A man dressed in black leather with a red bandanna is smiling at the camera . <end>
543363241_74d8246fab.jpg	<start> A man wearing a leather jacket . <end>
543363241_74d8246fab.jpg	<start> a man wearing a red headband and a leather outfit standing outside . <end>
543363241_74d8246fab.jpg	<start> A man with a beard , red headband , and leather vest smiles . <end>
2661437618_ca7a15f3cb.jpg	<start> A dog chasing a ball indoors . <end>
2661437618_ca7a15f3cb.jpg	<start> A small dog catches a tennis ball indoors . <end>
2661437618_ca7a15f3cb.jpg	<start> A small dog chasing a ball . <end>
2661437618_ca7a15f3cb.jpg	<start> The little white and brown dog has his mouth wide open while trying to catch something . <end>
2661437618_ca7a15f3cb.jpg	<start> The small dog is baring his teeth and chasing an object . <end>
2696636252_91ef1491ea.jpg	<start> A man is skating on a rail . <end>
2696636252_91ef1491ea.jpg	<start> A person wearing Rollerblades slides along a handrail . <end>
2696636252_91ef1491ea.jpg	<start> A rollerblader grinding a rail and grabbing one foot . <end>
2696636252_91ef1491ea.jpg	<start> A rollerblader grinds across a rail . <end>
2696636252_91ef1491ea.jpg	<start> Boy in black shirt on one foot standing on metal rail above green grass on right and black pavement on left . <end>
3092756650_557c5f2d03.jpg	<start> A group of Indian men are just standing around with their arms crossed . <end>
3092756650_557c5f2d03.jpg	<start> A group of men stand outside . <end>
3092756650_557c5f2d03.jpg	<start> Four men from another country look at the camera . <end>
3092756650_557c5f2d03.jpg	<start> Men wearing hats stand with arms folded . <end>
3092756650_557c5f2d03.jpg	<start> Several men wearing ethnic hats are watching the photographer in an outdoor market . <end>
3241965735_8742782a70.jpg	<start> A parachute caught on a tree with some people on the ground shining a light at it . <end>
3241965735_8742782a70.jpg	<start> A person jumps up over the snow as their skis cross . <end>
3241965735_8742782a70.jpg	<start> A skier in midair <end>
3241965735_8742782a70.jpg	<start> A skier is doing a trick in the air at night . <end>
3241965735_8742782a70.jpg	<start> A skier makes a jump with his skis crossed . <end>
3174417550_d2e6100278.jpg	<start> A boy on a red snowboard is airborne . <end>
3174417550_d2e6100278.jpg	<start> A man in a yellow coat jumps his snowboard off a rail . <end>
3174417550_d2e6100278.jpg	<start> A person in the air on a snowboard . <end>
3174417550_d2e6100278.jpg	<start> A snowboarder doing a jump off of a ledge . <end>
3174417550_d2e6100278.jpg	<start> A snowboarder rides his board off a graffiti covered wall at night . <end>
2712352554_1cafd32812.jpg	<start> A boy does a skateboard trick off a metal plank . <end>
2712352554_1cafd32812.jpg	<start> a guy with no shirt on is skateboarding . <end>
2712352554_1cafd32812.jpg	<start> A young man jumps in the air on a skateboard . <end>
2712352554_1cafd32812.jpg	<start> Skateboarder on a rail . <end>
2712352554_1cafd32812.jpg	<start> Skater does a trick on a rail . <end>
3371567346_b6522efdb8.jpg	<start> A couple look at some artwork . <end>
3371567346_b6522efdb8.jpg	<start> A couple stands near a piano and look up at a painting . <end>
3371567346_b6522efdb8.jpg	<start> A couple viewing a large painting hung on a red wall . <end>
3371567346_b6522efdb8.jpg	<start> a man and a woman are looking at a painting in a gallery . <end>
3371567346_b6522efdb8.jpg	<start> The man and woman look at a painting of naked people . <end>
2102315758_a9148a842f.jpg	<start> A man and woman walking on the sand with water in the background . <end>
2102315758_a9148a842f.jpg	<start> A man carrying a baby walks next to a woman along the beach . <end>
2102315758_a9148a842f.jpg	<start> A woman and a man carrying a small child walking on a rocky beach . <end>
2102315758_a9148a842f.jpg	<start> Two individuals standing on a beach . <end>
2102315758_a9148a842f.jpg	<start> Two people stand on a beach and look to the right . <end>
3249891130_b241591e89.jpg	<start> A group of Chinese teenage girls walking . <end>
3249891130_b241591e89.jpg	<start> A group of dark-haired girls are walking together . <end>
3249891130_b241591e89.jpg	<start> A group of dark haired young ladies in shorts walks past a bank of lockers . <end>
3249891130_b241591e89.jpg	<start> four Asian girls are walking through a locker room . <end>
3249891130_b241591e89.jpg	<start> Four dark-haired girls walk the hall toward a bank of lockers . <end>
488196964_49159f11fd.jpg	<start> a brown dog retrieves a ball on a green , slimy , rock covered beach <end>
